CSV Output,,
Proc Code(cpt4),proc_type,proc_description
A9579,HCPCS Code,GAD-BASE MR CONTRAST NOS 1ML
A9580,HCPCS Code,SODIUM FLUORIDE F-18
A9581,HCPCS Code,GADOXETATE DISODIUM INJ
A9583,HCPCS Code,GADOFOSVESET TRISODIUM INJ
A9585,HCPCS Code,GADOBUTROL INJECTION
A9698,HCPCS Code,NON-RAD CONTRAST MATERIAL NOC
A9700,HCPCS Code,ECHOCARDIOGRAPHY CONTRAST
A9900,HCPCS Code,SUPPLY/ACCESSORY/SERVICE
A9901,HCPCS Code,DELIVERY/SET UP/DISPENSING
A9999,HCPCS Code,DME SUPPLY OR ACCESSORY  NOS
4-Apr,UNKNOWN Code,UNKNOWN Code
13-Apr,UNKNOWN Code,UNKNOWN Code
17-Apr,UNKNOWN Code,UNKNOWN Code
19-Apr,UNKNOWN Code,UNKNOWN Code
20-Apr,UNKNOWN Code,UNKNOWN Code
Apr-72,UNKNOWN Code,UNKNOWN Code
B4034,HCPCS Code,ENTER FEED SUPKIT SYR PER DAY
B4035,HCPCS Code,ENTERAL FEED SUPP PUMP PER DAY
B4081,HCPCS Code,ENTERAL NG TUBING W/STYLET
B4082,HCPCS Code,ENTERAL NG TUBING W/O STYLET
B4088,HCPCS Code,GASTRO/JEJUNO TUBE LOW-PRO
B4100,HCPCS Code,FOOD THICKENER ORAL
B4150,HCPCS Code,ENTERAL FORMULAE CATEGORY I
B4152,HCPCS Code,ENTERAL FORMULAE CATEGORY II
B4154,HCPCS Code,ENTERAL FORMULAE CATEGORY IV
B4160,HCPCS Code,EF PED CALORIC DENSE>/=0 7KC
B4185,HCPCS Code,PARENTERAL SOL 10 GM LIPIDS
B4216,HCPCS Code,PARENTERAL NUTRITION ADDITIVE
B9002,HCPCS Code,ENTERAL INFUSION PUMP W/ALARM
B9998,HCPCS Code,ENTERAL SUPPLIES NOC
BEDHD,UNKNOWN Code,UNKNOWN Code
C1300,HCPCS Code,HYPERBARIC OXYGEN
C1713,HCPCS Code,ANCHOR/SCREW BN/BN TIS/BN
C1714,HCPCS Code,CATH TRANS ATHERECTOMY DIR
C1715,HCPCS Code,BRACHYTHERAPY NEEDLE
C1717,HCPCS Code,BRACHYTX SEED HDR IR-192
C1721,HCPCS Code,AICD DUAL CHAMBER
C1722,HCPCS Code,AICD SINGLE CHAMBER
C1724,HCPCS Code,CATH TRANS ATHEREC ROTATION
C1725,HCPCS Code,CATH TRANSLUMIN NON-LASER
C1726,HCPCS Code,CATH BAL DIL NON-VASCULAR
C1729,HCPCS Code,CATH DRAINAGE
C1730,HCPCS Code,CATH EP 19 OR FEW ELECT
C1731,HCPCS Code,CATH EP 20 OR MORE ELEC
C1732,HCPCS Code,CATH EP DIAG/ABL 3D/VECT
C1733,HCPCS Code,CATH EP OTHR THAN COOL-TIP
C1750,HCPCS Code,CATH HEMODIALYSIS LONG-TERM
C1751,HCPCS Code,CATH INF PER/CENT/MIDLINE
C1752,HCPCS Code,CATH HEMODIALYSIS SHORT-TERM
C1753,HCPCS Code,CATH INTRAVAS ULTRASOUND
C1757,HCPCS Code,CATH THROMBECTOMY/EMBOLECT
C1758,HCPCS Code,CATHETER URETERAL
C1759,HCPCS Code,CATH INTRA ECHOCARDIOGRAPHY
C1760,HCPCS Code,CLOSURE DEV VASC
C1762,HCPCS Code,CONN TISS HUMAN(INC FASCIA)
C1764,HCPCS Code,EVENT RECORDER CARDIAC
C1766,HCPCS Code,INTRO/SHEATH STRBLE NON-PEEL
C1767,HCPCS Code,GENERATOR NEUROSTIM IMP
C1768,HCPCS Code,GRAFT VASCULAR
C1769,HCPCS Code,GUIDE WIRE
C1771,HCPCS Code,REP DEV URINARY W/SLING
C1773,HCPCS Code,RET DEV INSERTABLE
C1776,HCPCS Code,JOINT DEVICE (IMPLANTABLE)
C1777,HCPCS Code,LEAD AICD ENDO SINGLE COIL
C1778,HCPCS Code,LEAD NEUROSTIMULATOR
C1779,HCPCS Code,LEAD PMKR TRANSVENOUS VDD
C1780,HCPCS Code,LENS INTRAOCULAR (NEW TECH)
C1781,HCPCS Code,MESH (IMPLANTABLE)
C1785,HCPCS Code,PMKR DUAL RATE-RESP
C1786,HCPCS Code,PMKR SINGLE RATE-RESP
C1787,HCPCS Code,PATIENT PROGR NEUROSTIM
C1788,HCPCS Code,PORT INDWELLING IMP
C1789,HCPCS Code,PROSTHESIS BREAST IMP
C1813,HCPCS Code,PROSTHESIS PENILE INFLATAB
C1820,HCPCS Code,GENERATOR NEURO RECHG BAT SYS
C1830,HCPCS Code,POWER BONE MARROW BX NEEDLE
C1874,HCPCS Code,STENT COATED/COV W/DEL SYS
C1876,HCPCS Code,STENT NON-COA/NON-COV W/DEL
C1877,HCPCS Code,STENT NON-COAT/COV W/O DEL
C1879,HCPCS Code,TISSUE MARKER IMPLANTABLE
C1880,HCPCS Code,VENA CAVA FILTER
C1882,HCPCS Code,AICD OTHER THAN SING/DUAL
C1884,HCPCS Code,EMBOLIZATION PROTECT SYST
C1887,HCPCS Code,CATHETER GUIDING
C1888,HCPCS Code,ABLATION CATHETER NON CARDIAC
C1892,HCPCS Code,INTRO/SHEATH FIXED PEEL-AWAY
C1893,HCPCS Code,INTRO/SHEATH FIXED NON-PEEL
C1894,HCPCS Code,INTRO/SHEATH NON-LASER
C1895,HCPCS Code,LEAD AICD ENDO DUAL COIL
C1897,HCPCS Code,LEAD NEUROSTIM TEST KIT
C1898,HCPCS Code,LEAD PMKR OTHER THAN TRANS
C1900,HCPCS Code,LEAD LV CORONARY VENOUS SYSTEM
C2617,HCPCS Code,STENT NON-COR TEM W/O DEL
C2618,HCPCS Code,PROBE CRYOABLATION
C2621,HCPCS Code,PMKR OTHER THAN SING/DUAL
C2627,HCPCS Code,CATH SUPRAPUBIC/CYSTOSCOPIC
C2630,HCPCS Code,CATH EP COOL-TIP
C2639,HCPCS Code,BRACHYTX NON-STRANDED I-125
C2640,HCPCS Code,BRACHYTX STRANDED P-103
C8900,HCPCS Code,MRA W/CONT ABD
C8906,HCPCS Code,MRI W/CONT BREAST  BI
C8908,HCPCS Code,MRI W/O FOL W/CONT BREAST
C8909,HCPCS Code,MRA W/CONT CHEST
C8912,HCPCS Code,MRA W/CONT LWR EXT
C8923,HCPCS Code,2D COM TRANSTHO ECHO W/CONTRAST
C8924,HCPCS Code,2D LIM TRANSTHO ECHO W/CONTRAST
C8925,HCPCS Code,2D TEE W/CONTRAST INT/REPT
C8928,HCPCS Code,2D TRANSTHO W/CONTRAST STRESS
C8929,HCPCS Code,TTE WW/O FOL W/CONTRAST DOPPLR
C8930,HCPCS Code,TTE WW/O CONTRAST CONTRAST ECG
C8957,HCPCS Code,PROLONGED IV INF REQ PUMP
C9113,HCPCS Code,INJ PANTOPRAZOLE SODIUM VIA
C9257,HCPCS Code,BEVACIZUMAB INJECTION
C9283,HCPCS Code,INJECTION ACETAMINOPHEN
C9285,HCPCS Code,PATCH LIDOCAINE/TETRACAINE
C9290,HCPCS Code,INJ BUPIVACAINE LIPOSOME
C9600,HCPCS Code,PERC DRUG-EL COR STENT SING
C9601,HCPCS Code,PERC DRUG-EL COR STENT BRAN
C9607,HCPCS Code,PERC D-E COR REVASC CHRO SIN
C9728,HCPCS Code,PLACE DEVICE/MARKER NON PRO
COBA3,UNKNOWN Code,UNKNOWN Code
COBB2,UNKNOWN Code,UNKNOWN Code
COBC,UNKNOWN Code,UNKNOWN Code
COBM,UNKNOWN Code,UNKNOWN Code
D0120,HCPCS Code,PERIODIC ORAL EVALUATION
D0140,HCPCS Code,LIMIT ORAL EVAL PROBLM FOCUS
D0145,HCPCS Code,ORAL EVALUATION PT < 3YRS
D0150,HCPCS Code,COMPREHENSVE ORAL EVALUATION
D0160,HCPCS Code,EXTENSV ORAL EVAL PROB FOCUS
D0170,HCPCS Code,RE-EVAL EST PT PROBLEM FOCUS
D0210,HCPCS Code,INTRAOR COMPLETE FILM SERIES
D0220,HCPCS Code,INTRAORAL PERIAPICAL FIRST F
D0230,HCPCS Code,INTRAORAL PERIAPICAL EA ADD
D0240,HCPCS Code,INTRAORAL OCCLUSAL FILM
D0270,HCPCS Code,DENTAL BITEWING SINGLE FILM
D0272,HCPCS Code,DENTAL BITEWINGS TWO FILMS
D0274,HCPCS Code,DENTAL BITEWINGS FOUR FILMS
D0330,HCPCS Code,DENTAL PANORAMIC FILM
D1110,HCPCS Code,DENTAL PROPHYLAXIS ADULT
D1120,HCPCS Code,DENTAL PROPHYLAXIS CHILD
D1203,HCPCS Code,TOPICAL FLUOR W/O PROPHY CHI
D1204,HCPCS Code,TOPICAL FLUOR W/O PROPHY ADU
D1206,HCPCS Code,TOPICAL FLUORIDE VARNISH
D1330,HCPCS Code,ORAL HYGIENE INSTRUCTION
D1351,HCPCS Code,DENTAL SEALANT PER TOOTH
D2140,HCPCS Code,AMALGAM ONE SURFACE PERMANEN
D2150,HCPCS Code,AMALGAM TWO SURFACES PERMANE
D2160,HCPCS Code,AMALGAM THREE SURFACES PERMA
D2161,HCPCS Code,AMALGAM 4 OR > SURFACES PERM
D2330,HCPCS Code,RESIN ONE SURFACE-ANTERIOR
D2331,HCPCS Code,RESIN TWO SURFACES-ANTERIOR
D2332,HCPCS Code,RESIN THREE SURFACES-ANTERIO
D2335,HCPCS Code,RESIN 4/> SURF OR W INCIS AN
D2390,HCPCS Code,ANT RESIN-BASED CMPST CROWN
D2391,HCPCS Code,POST 1 SRFC RESINBASED CMPST
D2392,HCPCS Code,POST 2 SRFC RESINBASED CMPST
D2393,HCPCS Code,POST 3 SRFC RESINBASED CMPST
D2394,HCPCS Code,POST >=4SRFC RESINBASE CMPST
D2750,HCPCS Code,CROWN PORCELAIN W/ H NOBLE M
D2751,HCPCS Code,CROWN PORCELAIN FUSED BASE M
D2930,HCPCS Code,PREFAB STNLSS STEEL CRWN PRI
D2931,HCPCS Code,PREFAB STNLSS STEEL CROWN PE
D2940,HCPCS Code,DENTAL SEDATIVE FILLING
D2950,HCPCS Code,CORE BUILD-UP INCL ANY PINS
D2954,HCPCS Code,PREFAB POST/CORE + CROWN
D3220,HCPCS Code,THERAPEUTIC PULPOTOMY
D3310,HCPCS Code,ANTERIOR
D3320,HCPCS Code,ROOT CANAL THERAPY 2 CANALS
D3330,HCPCS Code,ROOT CANAL THERAPY 3 CANALS
D4260,HCPCS Code,OSSEOUS SURGERY PER QUADRANT
D4261,HCPCS Code,OSSEOUS SURGL-3TEETHPERQUAD
D4265,HCPCS Code,BIO MTRLS TO AID SOFT/OS REG
D4341,HCPCS Code,PERIODONTAL SCALING & ROOT
D4342,HCPCS Code,PERIODONTAL SCALING 1-3TEETH
D4355,HCPCS Code,FULL MOUTH DEBRIDEMENT
D4910,HCPCS Code,PERIODONTAL MAINT PROCEDURES
D5110,HCPCS Code,DENTURES COMPLETE MAXILLARY
D5120,HCPCS Code,DENTURES COMPLETE MANDIBLE
D5130,HCPCS Code,DENTURES IMMEDIAT MAXILLARY
D5212,HCPCS Code,DENTURES MAND PART RESIN
D5213,HCPCS Code,DENTURES MAXILL PART METAL
D5214,HCPCS Code,DENTURES MANDIBL PART METAL
D5225,HCPCS Code,MAXILLARY PART DENTURE FLEX
D5421,HCPCS Code,DENTURES ADJUST PART MAXILL
D5422,HCPCS Code,DENTURES ADJUST PART MANDBL
D5510,HCPCS Code,DENTUR REPR BROKEN COMPL BAS
D5650,HCPCS Code,ADD TOOTH TO PARTIAL DENTURE
D5740,HCPCS Code,DENTURE RELN PART MAXIL CHR
D5741,HCPCS Code,DENTURE RELN PART MAND CHR
D7140,HCPCS Code,EXTRACTION ERUPTED TOOTH/EXR
D7210,HCPCS Code,REM IMP TOOTH W MUCOPER FLP
D7220,HCPCS Code,IMPACT TOOTH REMOV SOFT TISS
D7230,HCPCS Code,IMPACT TOOTH REMOV PART BONY
D7250,HCPCS Code,TOOTH ROOT REMOVAL
D7286,HCPCS Code,BIOPSY OF ORAL TISSUE SOFT
D7310,HCPCS Code,ALVEOPLASTY W/ EXTRACTION
D7450,HCPCS Code,REM ODONTOGEN CYST TO 1.25CM
D7999,HCPCS Code,ORAL SURGERY PROCEDURE
D8080,HCPCS Code,COMPRE DENTAL TX ADOLESCENT
D8220,HCPCS Code,FIXED APPLIANCE THERAPY HABT
D9110,HCPCS Code,TX DENTAL PAIN MINOR PROC
D9210,HCPCS Code,DENT ANESTHESIA W/O SURGERY
D9220,HCPCS Code,GENERAL ANESTHESIA
D9221,HCPCS Code,GENERAL ANESTHESIA EA AD 15M
D9230,HCPCS Code,ANALGESIA
D9241,HCPCS Code,INTRAVENOUS SEDATION
D9310,HCPCS Code,DENTAL CONSULTATION
D9430,HCPCS Code,OFFICE VISIT DURING HOURS
D9450,HCPCS Code,CASE PRESENTATION TX PLAN
D9610,HCPCS Code,DENT THERAPEUTIC DRUG INJECT
D9910,HCPCS Code,DENT APPL DESENSITIZING MED
D9920,HCPCS Code,BEHAVIOR MANAGEMENT
D9951,HCPCS Code,LIMITED OCCLUSAL ADJUSTMENT
E0100,HCPCS Code,CANE ADJUST/FIXED WITH TIP
E0105,HCPCS Code,CANE ADJUST/FIXED QUAD/3 PRO
E0110,HCPCS Code,CRUTCH FOREARM PAIR
E0111,HCPCS Code,CRUTCH FOREARM EACH
E0114,HCPCS Code,CRUTCH UNDERARM PAIR ALUMINUM
E0118,HCPCS Code,CRUTCH SUBSTITUTE
E0130,HCPCS Code,WALKER RIGID ADJUST/FIXED HT
E0135,HCPCS Code,WALKER FOLDING ADJUST/FIXED HT
E0141,HCPCS Code,WALKER WHEELED WITHOUT SEAT
E0143,HCPCS Code,WALKER FOLDING WHEELED W/O SEAT
E0144,HCPCS Code,ENCLOSED WALKER W REAR SEAT
E0147,HCPCS Code,WALKER VARIABLE WHEEL RESIST
E0148,HCPCS Code,HEAVYDUTY WALKER NO WHEELS
E0149,HCPCS Code,HEAVY DUTY WHEELED WALKER
E0154,HCPCS Code,WALKER PLATFORM ATTACHMENT
E0155,HCPCS Code,WALKER RIGD PICK-UP/WHEEL ATTCH
E0156,HCPCS Code,WALKER SEAT ATTACHMENT
E0158,HCPCS Code,WALKER LEG EXTENSIONS
E0159,HCPCS Code,BRAKE FOR WHEELED WALKER
E0163,HCPCS Code,COMMODE CHAIR STATIONRY FIXED ARMS
E0165,HCPCS Code,COMMODE CHAIR STATIONRY DETACH ARMS
E0168,HCPCS Code,HEAVYDUTY/WIDE COMMODE CHAIR
E0181,HCPCS Code,PRESS PAD ALTERNATING W/PUMP
E0184,HCPCS Code,DRY PRESSURE MATTRESS
E0185,HCPCS Code,GEL PRESSURE MATTRESS PAD
E0188,HCPCS Code,SYNTHETIC SHEEPSKIN PAD
E0189,HCPCS Code,LAMBSWOOL SHEEPSKIN PAD
E0190,HCPCS Code,POSITIONING CUSHION
E0191,HCPCS Code,PROTECTOR HEEL OR ELBOW
E0203,HCPCS Code,THERAPEUTIC LIGHTBOX TABLETP
E0210,HCPCS Code,ELECTRIC HEAT PAD STANDARD
E0215,HCPCS Code,ELECTRIC HEAT PAD MOIST
E0240,HCPCS Code,BATH SHOWER CHAIR
E0241,HCPCS Code,BATH TUB WALL RAIL
E0243,HCPCS Code,TOILET RAIL
E0244,HCPCS Code,TOILET SEAT RAISED
E0245,HCPCS Code,TUB STOOL OR BENCH
E0246,HCPCS Code,TRANSFER TUB RAIL ATTACHMENT
E0247,HCPCS Code,TRANS BENCH W WO COMM OPEN
E0250,HCPCS Code,HOSP BED FIXED HT W/MATTRESS
E0260,HCPCS Code,HOSP BED SEMI-ELECTR W/MATTRESS
E0261,HCPCS Code,HOSP BED SEMI-ELECTR W/O MATRESS
E0265,HCPCS Code,HOSP BED TOTAL ELECTR W/MATRESS
E0270,HCPCS Code,HOSPITAL BED INSTITUTIONAL TYPE
E0271,HCPCS Code,MATTRESS INNERSPRING
E0272,HCPCS Code,MATTRESS FOAM RUBBER
E0275,HCPCS Code,BED PAN STANDARD
E0277,HCPCS Code,ALTERNATING PRESSURE MATTRESS
E0295,HCPCS Code,HOSP BED SEMI-ELECT W/O MATTRESS
E0303,HCPCS Code,HOSP BED HVY DTY XTRA WIDE
E0305,HCPCS Code,RAILS BED SIDE HALF LENGTH
E0424,HCPCS Code,STATIONARY COMPRESSED GAS O2
E0431,HCPCS Code,PORTABLE GASEOUS OXYGEN SYSTEM
E0434,HCPCS Code,PORTABLE LIQUID OXYGEN SYSTEM
E0439,HCPCS Code,STATIONARY LIQUID OXYGEN SYSTEM
E0442,HCPCS Code,OXYGEN CONTENTS LIQUID PER/UNIT
E0443,HCPCS Code,PORTABLE OXYGEN CONTENTS GAS/UNIT
E0444,HCPCS Code,PORTABLE OXYGEN CONTENTS LIQ/UNIT
E0445,HCPCS Code,OXIMETER NON-INVASIVE
E0470,HCPCS Code,RAD W O BACKUP NON-INV INTFC
E0471,HCPCS Code,RAD W BACKUP NON INV INTRFC
E0483,HCPCS Code,CHEST COMPRESSION GEN SYSTEM
E0486,HCPCS Code,ORAL DEVICE/APPLIANCE CUST FAB
E0562,HCPCS Code,HUMIDIFIER HEATED USED W PAP
E0570,HCPCS Code,NEBULIZER WITH COMPRESSOR
E0600,HCPCS Code,SUCTION PUMP PORTABLE HOME MODEL
E0601,HCPCS Code,CONTINUOUS AIRWAY PRESSURE DEVICE
E0603,HCPCS Code,ELECTRIC BREAST PUMP
E0607,HCPCS Code,BLOOD GLUCOSE MONITOR HOME
E0627,HCPCS Code,SEAT LIFT INCORP INTO LIFT-CHAIR
E0630,HCPCS Code,PATIENT LIFT HYDRAULIC
E0635,HCPCS Code,PATIENT LIFT ELECTRIC
E0637,HCPCS Code,SIT-STAND W SEATLIFT
E0650,HCPCS Code,PNEUMATIC COMPRESSOR NON-SEGMENT
E0651,HCPCS Code,PNEUMATIC COMPRESSOR SEGMENTAL
E0652,HCPCS Code,PNEUMATIC COMPRES W/CAL PRESSURE
E0660,HCPCS Code,PNEUMATIC APPLIANCE FULL LEG
E0666,HCPCS Code,PNEUMATIC APPLIANCE HALF LEG
E0667,HCPCS Code,SEGMENTAL PNEUMATIC APPL FULL LEG
E0668,HCPCS Code,SEGMENTAL PNEUMATIC APPL FULL ARM
E0669,HCPCS Code,SEGMENTAL PNEUMATIC APPL HALF LEG
E0673,HCPCS Code,PRESSURE PNEUMATIC APPL HALF LEG
E0675,HCPCS Code,PNEUMATIC COMPRESSION DEVICE
E0676,HCPCS Code,INTER LIMB COMPRESS DEV NOS
E0700,HCPCS Code,SAFETY EQUIPMENT
E0705,HCPCS Code,TRANSFER BOARD OR DEVICE
E0720,HCPCS Code,TENS TWO LEAD
E0730,HCPCS Code,TENS FOUR LEAD
E0731,HCPCS Code,CONDUCTIVE GARMENT FOR TENS/NMES
E0740,HCPCS Code,INCONTINENCE TREATMENT SYSTEM
E0745,HCPCS Code,NEUROMUSCULAR STIM FOR SHOCK
E0748,HCPCS Code,OSTEOGENIC STIMULATOR SPINAL
E0760,HCPCS Code,OSTEOGEN ULTRASOUND STIMULATOR
E0776,HCPCS Code,IV POLE
E0780,HCPCS Code,MECH AMB INFUSION PUMP <8HRS
E0781,HCPCS Code,EXTERNAL AMBULATORY INFUSION PUMP
E0784,HCPCS Code,EXT AMBULATORY INFUSN PUMP INSULIN
E0849,HCPCS Code,CERVICAL PNEUM TRAC EQUIP
E0855,HCPCS Code,CERVICAL TRACTION EQUIPMENT
E0910,HCPCS Code,TRAPEZE BAR ATTACHED TO BED
E0912,HCPCS Code,HD TRAPEZE BAR FREE STANDING
E0935,HCPCS Code,EXERCISE DEVICE PASSIVE MOTION
E0936,HCPCS Code,CPM DEVICE OTHER THAN KNEE
E0941,HCPCS Code,GRAVITY ASSISTED TRACTION DEVICE
E0950,HCPCS Code,TRAY
E0951,HCPCS Code,LOOP HEEL
E0955,HCPCS Code,CUSHIONED HEADREST
E0956,HCPCS Code,W C LATERAL TRUNK HIP SUPPOR
E0957,HCPCS Code,W C MEDIAL THIGH SUPPORT
E0958,HCPCS Code,WHLCHR ATT TO CONV 1 ARM DRIVE
E0959,HCPCS Code,AMPUTEE ADAPTER
E0961,HCPCS Code,WHEELCHAIR BRAKE EXTENSION
E0966,HCPCS Code,WHEELCHAIR HEAD REST EXTENSION
E0971,HCPCS Code,WHEELCHAIR ANTI-TIPPING DEVICE
E0973,HCPCS Code,WHEELCHAIR ADJUSTABLE HEIGHT
E0978,HCPCS Code,WHEELCHAIR BELT W/AIRPLANE BUCKLE
E0990,HCPCS Code,WHELLCHAIR ELEVATING LEG RES
E1002,HCPCS Code,PWR SEAT TILT
E1007,HCPCS Code,PWR SEAT COMBO W SHEAR
E1020,HCPCS Code,RESIDUAL LIMB SUPPORT SYSTEM
E1028,HCPCS Code,W C MANUAL SWINGAWAY
E1038,HCPCS Code,TRANSPORT CHAIR ADULT SIZE
E1086,HCPCS Code,HEMI-WHEELCHAIR DETACHABLE ARMS
E1140,HCPCS Code,WHEELCHAIR STANDARD DETACH ARMS
E1150,HCPCS Code,WHEELCHAIR STANDARD W/LEG REST
E1226,HCPCS Code,WHEELCHAIR SPECIAL SIZE FULL-RECL
E1250,HCPCS Code,WHEELCHAIR LIGHTWT FIXED ARM
E1280,HCPCS Code,WHEELCHAIR HVY DUTY DET ARM LEG RES
E1353,HCPCS Code,OXYGEN SUPPLIES REGULATOR
E1355,HCPCS Code,OXYGEN SUPPLIES STAND/RACK
E1390,HCPCS Code,OXYGEN CONCENTRATOR TO 732 CU FT
E1392,HCPCS Code,PORTABLE OXYGEN CONCENTRATOR
E1399,HCPCS Code,DURABLE MEDICAL EQUIPMENT MISC
E1810,HCPCS Code,ADJUST KNEE EXT/FLEX DEVICE
E1815,HCPCS Code,ADJUST ANKLE EXT/FLEX DEVICE
E2100,HCPCS Code,BLD GLUCOSE MONITOR W VOICE
E2201,HCPCS Code,MAN W CH ACC SEAT W>=20 <24
E2206,HCPCS Code,COMPLETE WHEEL LOCK ASSEMBLY
E2208,HCPCS Code,CYLINDER TANK CARRIER
E2209,HCPCS Code,ARM TROUGH EACH
E2210,HCPCS Code,WHEELCHAIR BEARINGS
E2226,HCPCS Code,CASTER FORK REPLACEMENT ONLY
E2231,HCPCS Code,SOLID SEAT SUPPORT BASE
E2311,HCPCS Code,ELECTRO CONNECT BTW 2 SYS
E2313,HCPCS Code,PWC HARNESS EXPAND CONTROL
E2321,HCPCS Code,HAND INTERFACE JOYSTICK
E2361,HCPCS Code,22NF SEALED LEADACID BATTERY
E2363,HCPCS Code,GR24 SEALED LEADACID BATTERY
E2365,HCPCS Code,U1 SEALED LEADACID BATTERY
E2366,HCPCS Code,BATTERY CHARGER  SINGLE MODE
E2370,HCPCS Code,POWER WC MOTOR/GEAR BOX COMBO
E2374,HCPCS Code,HAND/CHIN CTRL STD JOYSTICK
E2375,HCPCS Code,NON-EXPANDABLE CONTROLLER
E2376,HCPCS Code,EXPANDABLE CONTROLLER REPLAC
E2377,HCPCS Code,EXPANDABLE CONTROLLER INIT
E2381,HCPCS Code,PNEUM DRIVE WHEEL TIRE
E2383,HCPCS Code,INSERT PNEUM WHEEL DRIVE
E2384,HCPCS Code,PNEUMATIC CASTER TIRE
E2386,HCPCS Code,FOAM FILLED DRIVE WHEEL TIRE
E2387,HCPCS Code,FOAM FILLED CASTER TIRE
E2388,HCPCS Code,FOAM DRIVE WHEEL TIRE
E2391,HCPCS Code,SOLID CASTER TIRE
E2392,HCPCS Code,SOLID CASTER TIRE INTEGRATE
E2394,HCPCS Code,DRIVE WHEEL EXCLUDES TIRE
E2395,HCPCS Code,CASTER WHEEL EXCLUDES TIRE
E2402,HCPCS Code,NEG PRESS WOUND THERAPY PUMP
E2601,HCPCS Code,GEN W/C CUSHION WDTH < 22 IN
E2602,HCPCS Code,GEN W/C CUSHION WDTH >=22 IN
E2603,HCPCS Code,SKIN PROTECT WC CUST WD <22IN
E2605,HCPCS Code,POSITION WC CUSH WDTH <22 IN
E2606,HCPCS Code,POSITION WC CUSH WDTH>=22 IN
E2607,HCPCS Code,SKIN PRO/POS WC CUST WD <22IN
E2609,HCPCS Code,CUSTOM FABRICATE W/C CUSHION
E2611,HCPCS Code,GEN USE BACK CUSH WDTH <22IN
E2612,HCPCS Code,GEN USE BACK CUSH WDTH>=22IN
E2616,HCPCS Code,POS BACK POST/LAT WDTH>=22IN
E2617,HCPCS Code,CUSTOM FAB W/C BACK CUSHION
E2619,HCPCS Code,REPLACE COVER W/C SEAT CUSH
E2620,HCPCS Code,WC PLANAR BACK CUSH WD <22IN
E2622,HCPCS Code,ADJ SKIN PRO W/C CUS WD<22IN
E2623,HCPCS Code,ADJ SKIN PRO WC CUS WD>=22IN
E2625,HCPCS Code,ADJ SKIN PRO/POS WC CUS>=22
G0008,HCPCS Code,ADMIN INFLUENZA VIRUS VACCINE
G0009,HCPCS Code,ADMIN PNEUMOCOCCAL VACCINE
G0010,HCPCS Code,ADMIN HEPATITIS B VACCINE
G0101,HCPCS Code,CA SCREEN PELVIC/BREAST EXAM
G0102,HCPCS Code,PROSTATE CA SCREENING DRE
G0103,HCPCS Code,PSA TOTAL SCREENING
G0105,HCPCS Code,CA SCREEN HIGH RISK INDIVIDUAL
G0108,HCPCS Code,DIABETES OP SELF-MGT SVCS INDIV
G0109,HCPCS Code,DIABETES OP SELF-MGT SVCS GROUP
G0114,HCPCS Code,NETT PLUM-REHAB PSYCHOSOCIAL CNSLT
G0121,HCPCS Code,COLON CA SCRN BARIUM ENEMA
G0123,HCPCS Code,SCREEN CYTOPATH BY TECH W/MD SUPERV
G0124,HCPCS Code,SCREENING CYTOPATH BY PHYSICIAN
G0127,HCPCS Code,TRIMMING OF DYSTROPHIC NAIL(S)
G0141,HCPCS Code,SCREEN C/V CYTO AUTOSYS AND MD
G0145,HCPCS Code,SCREEN C/V CYTO THINLAYER RESCR
G0151,HCPCS Code,PT SERVICES HOME HEALTH EA 15 MIN
G0152,HCPCS Code,OT SERVICES HOME HEALTH EA 15 MIN
G0153,HCPCS Code,SP SERVICES HOME HEALTH EA 15 MIN
G0154,HCPCS Code,SN SERVICES HOME HEALTH EA 15 MIN
G0155,HCPCS Code,SW SERVICES HOME HEALTH EA 15 MIN
G0156,HCPCS Code,HHA SERVICES HOME HEALTH EA 15 MIN
G0157,HCPCS Code,HHC PT ASSISTANT EA 15
G0158,HCPCS Code,HHC OT ASSISTANT EA 15
G0159,HCPCS Code,PERC DECLOT DIALYSIS GRAFT
G0160,HCPCS Code,CRYO. ABLATION PROSTATE
G0162,HCPCS Code,HHC RN E&M PLAN SVS 15 MIN
G0163,HCPCS Code,PET FOR REC OF COLORECTAL CA
G0164,HCPCS Code,PET FOR LYMPHOMA STAGING
G0166,HCPCS Code,EXTRNL COUNTERPULSE PER TX
G0168,HCPCS Code,WOUND CLOSURE BY ADHESIVE
G0179,HCPCS Code,INTENSITYMODULATEDRADIATION
G0180,HCPCS Code,MD CERTIFICATION HHA PATIENT
G0181,HCPCS Code,HOME HEALTH CARE SUPERVISION
G0182,HCPCS Code,HOSPICE CARE SUPERVISION
G0202,HCPCS Code,SCREEN MAMMOGRAM DIGITAL
G0204,HCPCS Code,DIAG MAMM DIGITAL BILAT
G0206,HCPCS Code,DIAG MAMM DIGITAL UNI
G0237,HCPCS Code,THERAPEUTIC PROCD STRG ENDUR
G0238,HCPCS Code,OTH RESP PROC INDIV
G0239,HCPCS Code,OTH RESP PROC GROUP
G0245,HCPCS Code,INITIAL EVALUATION OF DIABETIC PATI
G0246,HCPCS Code,FOLLOW UP EVALUATION OF DIABETIC PA
G0247,HCPCS Code,FOOT CARE DIABETIC PATIENT
G0248,HCPCS Code,INR CALCULATION FOR HEART VALVE PAT
G0249,HCPCS Code,INR CALCULATION FOR HEART VALVE PAT
