"CSV Output"
"DX_CD","diag_description",
"94800","94800 - BURN 0-10% SURFACE 0-9% 3RD DEG",
"94810","94810 - BURN 10-19% SURFACE 0-9% 3RD DEG",
"94820","94820 - BURN 20-29% SURFACE 0-9% 3RD DEG",
"94830","94830 - BURN 30-39% SURFACE 0-9% 3RD DEG",
"9490","9490 - BURN NOS",
"9491","9491 - 1ST DEGREE BURN NOS",
"9492","9492 - 2ND DEGREE BURN NOS",
"95200","95200 - INJ NOS C1-C4 SPINAL CORD",
"95203","95203 - SYNDROME CENTRAL SPINAL CRD C1-C4",
"95210","95210 - INJURY NOS T1-T6 SPINAL CORD",
"9529","9529 - INJURY NOS SPINAL CORD",
"9531","9531 - INJURY DORSAL ROOT",
"9534","9534 - INJURY BRACHIAL PLEXUS",
"9535","9535 - INJURY LUMBOSACRAL PLEXUS",
"9549","9549 - INJURY TRUNK NERVE NOS",
"9551","9551 - INJURY MEDIAN NERVE",
"9552","9552 - INJURY ULNAR NERVE",
"9553","9553 - INJURY RADIAL NERVE",
"9556","9556 - INJURY DIGITAL NERVE",
"9560","9560 - INJURY SCIATIC NERVE",
"9561","9561 - INJURY FEMORAL NERVE",
"9563","9563 - INJURY PERONEAL NERVE",
"9569","9569 - INJURY NERVE PELVIS/LWR LIMB NOS",
"9579","9579 - INJURY TO NERVE NOS",
"9582","9582 - HEMORRHAGE SECONDARY/RECURRENT",
"9583","9583 - INFECTION POSTTRAUMATIC WOUND NEC",
"9585","9585 - ANURIA TRAUMATIC",
"9587","9587 - EMPHYSEMA TRAUMATIC SUBCUTANEOUS",
"9588","9588 - COMPLICATIONS OF TRAUMA NEC EARLY",
"95890","95890 - COMPART SYND UNSPEC",
"95892","95892 - TRAUMA COMPART SYND LWR EXTREMITY",
"95901","95901 - INJURY NOS HEAD",
"95909","95909 - INJURY NOS FACE AND NECK",
"95911","95911 - OTH INJURY CHEST WALL",
"95912","95912 - OTH INJURY OF ABDOMEN",
"95914","95914 - OTH INJURY EXT GENITALS",
"95919","95919 - OTH INJURY OTH SITES TRUNK",
"9592","9592 - INJURY NOS SHOULDER/UPPER ARM",
"9593","9593 - INJURY NOS ELBOW/FOREARM/WRIST",
"9594","9594 - INJURY NOS HAND",
"9595","9595 - INJURY NOS FINGER",
"9596","9596 - INJURY NOS HIP/THIGH",
"9597","9597 - INJURY NOS LOWER LEG",
"9598","9598 - INJ NOS OTH SPEC SITES INCL MLT",
"9599","9599 - INJURY NOS SITE NOS",
"9607","9607 - POISONING BY ANTINEOP ANTIBIOTIC",
"9610","9610 - POISONING BY SULFONAMIDE",
"9612","9612 - POISONING BY HEAVY MET ANTI-INFECT",
"9623","9623 - POISONING BY ANTIDIABETIC AGENTS",
"9630","9630 - POISONING BY ANTIALLERGIC DRUGS",
"9631","9631 - POISONING BY IMMUNOSUPPRESSIVES",
"9632","9632 - POISONING BY ACIDIFYING AGENTS",
"9635","9635 - POISONING BY VITAMINS NEC",
"9638","9638 - POISONING BY SYSTEMIC AGENTS NEC",
"9641","9641 - POISONING BY LIVER/ANTIANEMICS",
"9642","9642 - POISONING BY ANTICOAGULANTS",
"9649","9649 - POISONING BY BLOOD AGENTS NOS",
"96500","96500 - POISONING BY OPIUM NOS",
"96502","96502 - POISONING BY METHADONE",
"96509","96509 - POISONING BY OPIATES NEC",
"9654","9654 - POIS BY AROMATIC ANALGESICS NEC",
"96561","96561 - POISONING BY PROPIONIC ACID DERIV",
"96569","96569 - POISONING BY ANTIRHEUMATICS NEC",
"9661","9661 - POISONING BY HYDANTOIN DERIVATIVES",
"9663","9663 - POISONING BY ANTICONVULSANT NEC/NOS",
"9679","9679 - POISONING BY SEDATIVE/HYPNOTIC NOS",
"9680","9680 - POISONING BY CNS MUSCLE DEPRESSANT",
"9683","9683 - POISONING BY INTRAVENOUS ANESTHETIC",
"96900","96900 - POISON-ANTIDEPRESNT NOS",
"96903","96903 - POIS SEROTININ REUPTAKE",
"96909","96909 - POIS ANTIDEPRESSANTS NEC",
"9691","9691 - POISONING BY PHENOTHIAZINE TRANQ",
"9693","9693 - POISONING BY ANTIPSYCHOTIC NEC",
"9694","9694 - POISONING BY BENZODIAZEPINE TRANQ",
"9695","9695 - POISONING BY TRANQUILIZERS NEC",
"9696","9696 - POISONING BY HALLUCINOGENS",
"97081","97081 - POISONING BY COCAINE",
"9711","9711 - POISONING BY PARASYMPATHOLYTICS",
"9720","9720 - POIS BY CARDIAC RHYTHM REGULATOR",
"9721","9721 - POISONING BY CARDIOTONIC GLYCOSIDES",
"9726","9726 - POISONING BY ANTIHYPERTENSIVE AGENT",
"9729","9729 - POISONING BY CARDIOVASC AGENTS NEC",
"9778","9778 - POISONING BY MEDICINAL AGENTS NEC",
"9779","9779 - POISONING BY MEDICINAL AGENT NOS",
"9800","9800 - TOXIC EFFECT OF ETHYL ALCOHOL",
"9809","9809 - TOXIC EFFECT OF ALCOHOL NOS",
"9852","9852 - TOXIC EFFECT OF MANGANESE & COMPNDS",
"986","986 - TOXIC EFFECT OF CARBON MONOXIDE",
"9878","9878 - TOXIC EFFECT OF GAS/VAPOR/FUMES NEC",
"9879","9879 - TOXIC EFFECT OF GAS/VAPOR/FUME NOS",
"9880","9880 - TOXIC EFFECT OF FISH/SHELL FISH",
"9895","9895 - TOXIC EFFECT OF VENOM",
"98981","98981 - TOXIC EFFECT OF ASBESTOS",
"98982","98982 - TOXIC EFFECT OF LATEX",
"98984","98984 - TOXIC EFFECT OF TOBACCO",
"98989","98989 - TOXIC EFFECT OF NONMED SUBSTNCE NEC",
"9899","9899 - TOXIC EFFECT OF NONMED SUBSTNCE NOS",
"990","990 - EFFECTS OF RADIATION NOS",
"9915","9915 - CHILBLAINS",
"9916","9916 - HYPOTHERMIA",
"9919","9919 - EFFECT OF REDUCED TEMPERATURE NOS",
"9920","9920 - HEAT STROKE & SUNSTROKE",
"9925","9925 - HEAT EXHAUSTION NOS",
"9926","9926 - HEAT FATIGUE TRANSIENT",
"9928","9928 - HEAT EFFECTS NEC",
"9929","9929 - HEAT EFFECT NOS",
"9930","9930 - BAROTRAUMA OTITIC",
"9938","9938 - EFFECTS OF AIR PRESSURE NEC",
"9941","9941 - DROWNING/NONFATAL SUBMERSION",
"9946","9946 - MOTION SICKNESS",
"9948","9948 - EFFECTS OF ELECTRIC CURRENT",
"9949","9949 - EFFECTS OF EXTERNAL CAUSES NEC",
"9950","9950 - ANAPHYLACTIC SHOCK NEC",
"9951","9951 - ANGIONEUROTIC EDEMA",
"99520","99520 - UNSPEC ADVERSE EFFECT UNSPEC DRUG",
"99521","99521 - ARTHUS PHENOMENON",
"99522","99522 - UNSPEC ADVERSE EFFECT ANESTHESIA",
"99523","99523 - UNSPEC ADVERSE EFFECT INSULIN",
"99527","99527 - OTH DRUG ALLERGY",
"99529","99529 - UNSPEC ADVERSE EFFECT OTHER DRUG",
"9953","9953 - ALLERGY UNSPECIFIED",
"99560","99560 - SHOCK ANAPHYLACTIC D/T FOOD NOS",
"99562","99562 - SHOCK ANAPHYLACTIC D/T CRUSTACEANS",
"99563","99563 - SHOCK ANAPHYLACTIC D/T FRUIT/VEGET",
"9957","9957 - ADVERSE FOOD REACTION OTHER NEC",
"99582","99582 - ADULT ABUSE EMOTIONAL/PSYCHOLOGICAL",
"99583","99583 - ADULT ABUSE SEXUAL",
"99589","99589 - EFFECTS ADVERSE NEC",
"9959","9959 - SYSTEMIC INFLAM RESPONSE SYN",
"99590","99590 - SYS INFL RESP SYN UNSP",
"99591","99591 - SYS INFL RESP SYN INFECT",
"99592","99592 - SYS INFL RESP SYN INFECT",
"99593","99593 - SYS INFL RESP SYN",
"99594","99594 - SYS INFL RESP SYN",
"99600","99600 - MALFUNCTION CARDIAC DEV/GRAFT NOS",
"99601","99601 - MALFUNCTION CARDIAC PACEMAKER",
"99602","99602 - MALFUNCTION PROSTHETIC HEART VALVE",
"99603","99603 - MALFUNCTION CORONARY BYPASS GRAFT",
"99604","99604 - COMPLICATIONS D/T AICD",
"99609","99609 - MALFUNCTION CARDIAC DEV/GRAFT NEC",
"9961","9961 - MALFUNCTION VASCULAR DEVICE/GRAFT",
"9962","9962 - MALFUNCTION NRV SYST DEVICE/GRAFT",
"99630","99630 - MALFUNCTION GU DEVICE/GRAFT NOS",
"99631","99631 - MALFUNCTION URETHRAL CATHETER",
"99632","99632 - MALFUNCTION IUD",
"99639","99639 - MALFUNCTION GU DEVICE/GRAFT NEC",
"99640","99640 - UNSPEC MECH COMP INT ORTHO DEVICE",
"99641","99641 - MECH LOOSENING PROSTHETIC JOINT",
"99642","99642 - DISLOCATION PROSTHETIC JOINT",
"99643","99643 - PROSTHETIC JOINT IMPLANT FAILURE",
"99644","99644 - PERI-PROSTH FX PROSTHETIC JOINT",
"99646","99646 - ARTIC BEAR SURF WEAR PROSTH JOINT",
"99647","99647 - OTHER MECH COMP PROST JOINT IMPLAN",
"99649","99649 - OTHER MECH COMP OTHER",
"99652","99652 - MALFUNCTION OTHER TISSUE GRAFT",
"99653","99653 - MALFUNCTION LENS PROSTHESIS",
"99654","99654 - MALFUNCTION BREAST PROSTHESIS",
"99657","99657 - COMP INSULIN PUMP",
"99659","99659 - MALFUNCTION OTHER DEVICE/GRAFT",
"99660","99660 - INFCT D/T UNSPECIFIED DEVICE/GRAFT",
"99661","99661 - INFCT D/T CARDIAC DEVICE/GRAFT",
"99662","99662 - INFCT D/T OTH VASCULAR DEV/GRAFT",
"99663","99663 - INFECTION D/T NERV SYST DEV/GRAFT",
"99664","99664 - INFCT D/T INDWELLING URINE CATHETER",
"99666","99666 - INFCT D/T INTERNAL JOINT PROSTHESIS",
"99667","99667 - INFCT D/T INTERNAL ORTH DEVICE NEC",
"99668","99668 - INFECT D/T PERITONEAL DIALYSIS CATH",
"99669","99669 - INFCT D/T INTRN PRSTH DEVICE NEC",
"99670","99670 - CMPL NEC D/T UNSPC DEVICE/GRAFT",
"99671","99671 - COMPLICATION HEART VALVE PROSTHES",
"99672","99672 - COMPLICATION OTHER CARDIAC DEVICE",
"99673","99673 - COMPLICATION RENAL DIALYS DEV/GRFT",
"99674","99674 - COMPLICATION OTH VASCULAR DEV/GRFT",
"99676","99676 - COMPLICATION GU DEVICE/GRAFT",
"99677","99677 - COMPLICATION INT JOINT PROSTHESIS",
"99678","99678 - COMPLICATION OTH INT ORTHO DEVICE",
"99679","99679 - COMPLICATION INT PROSTH DEVICE NEC",
"99680","99680 - COMPLICATION ORGAN TRANSPLANT NOS",
"99681","99681 - COMPLICATION KIDNEY TRANSPLANT",
"99682","99682 - COMPLICATION LIVER TRANSPLANT",
"99683","99683 - COMPLICATION HEART TRANSPLANT",
"99684","99684 - COMPLICATION TRANSPLANTED LUNG",
"99685","99685 - COMPLICATION BONE MARROW TRANSPLNT",
"99686","99686 - COMPLICATION PANCREAS TRANSPLANT",
"99688","99688 - COMPLICATIONS OF TRANSPLANTED ORGAN",
"99693","99693 - COMPLICATION REATTACHED FINGER",
"99702","99702 - INFARCTION/HEM IATROGENIC CERBVAS",
"9971","9971 - COMPLICATIONS CARDIAC",
"9972","9972 - COMPLICATIONS PERIPH VASCULAR",
"99731","99731 - VENTILATOR ASSOCIATED PNEUMONI",
"99739","99739 - OTH RESPIRATORY COMPLICATION",
"9974","9974 - COMPLICATIONS GI TRACT",
"99741","99741 - RETAINED CHOLELITHIASIS FOLLOWING C",
"99749","99749 - OTHER DIGESTIVE SYSTEM COMPLICATION",
"9975","9975 - COMPLICATIONS URINARY",
"99760","99760 - CMPL NOS AMPUTATION STUMP",
"99761","99761 - NEUROMA OF AMPUTATION STUMP",
"99762","99762 - INFECTION OF AMPUTATED STUMP",
"99769","99769 - CMPL NEC LATE AMPUTATION STUMP",
"99771","99771 - CMPL VASCULAR MESENTERIC ARTERY",
"99779","99779 - CMPL VASCULAR VESSELS NEC",
"99791","99791 - CMPL CAUSED BY HYPERTENSION",
"99799","99799 - COMPLICATION TO A BODY SYSTEM NEC",
"99800","99800 - POSTOPERATIVE SHOCK UNSPECIFIED",
"99801","99801 - POSTOPERATIVE SHOCK CARDIOGENIC",
"99809","99809 - POSTOPERATIVE SHOCK OTHER",
"99811","99811 - HEMORRHAGE COMPLICATING A PROCEDURE",
"99812","99812 - HEMATOMA COMPLICATING A PROCEDURE",
"99813","99813 - SEROMA COMPLICATING A PROCEDURE",
"9982","9982 - LCR/PUNCTURE ACCIDENT DURING OPR",
"99830","99830 - DISRUPTION WOUND UNSPE",
"99831","99831 - DISRUPTION INT OP WOUND",
"99832","99832 - DISRUPTION EXT OP WOUND",
"99833","99833 - DISRUPTION TRAUMATIC WOUND REPAI",
"99851","99851 - INFECTED POSTOPERATIVE SEROMA",
"99859","99859 - INFECTION NEC POSTOPERATIVE",
"9986","9986 - FISTULA PERSISTENT POSTOP",
"99881","99881 - EMPHYSEMA RESULTING FROM PROCEDURE",
"99882","99882 - CATARACT FRAGS AFTER CATARACT SURG",
"99883","99883 - NON-HEALING SURGICAL WOUND",
"99889","99889 - COMPLICATIONS SURGICAL NEC",
"9989","9989 - COMPLICATIONS SURGICAL NOS",
"999","999 - COMPLICATIONS OF MEDICAL CARE NEC",
"9990","9990 - CMPL GENERALIZED VACCINIA",
"9992","9992 - COMPLICATIONS VASCULAR NEC",
"99931","99931 - INFECTION DUE TO CENTRAL VENOUS CA",
"99932","99932 - BLOODSTREAM INFECTION DUE TO CENTRA",
"99933","99933 - LOCAL INFECTION DUE TO CENTRAL VENO",
"99939","99939 - INFECT FOLLOW OTHER INFUSION INJEC",
"99952","99952 - OTHER SERUM REACTION DUE TO VACCINA",
"9999","9999 - COMPLICATION OF MED CARE NEC/NOS",
"E0008","E0008 - EXTERNL CAUSE STATUS NEC",
"E0009","E0009 - EXTERNL CAUSE STATUS NOS",
"E0010","E0010 - WALKING MARCHING HIKING",
"E0011","E0011 - RUNNING",
"E0031","E0031 - ICE HOCKEY",
"E0060","E0060 - ROLLER SKATE SKATEBOARD",
"E0062","E0062 - GOLF",
"E0070","E0070 - TACKLE FOOTBALL",
"E0074","E0074 - LACROSSE FIELD HOCKEY",
"E0076","E0076 - BASKETBALL",
"E0084","E0084 - MARTIAL ARTS",
"E0138","E0138 - PERSONAL HYGIENE NEC",
"E0139","E0139 - HOUSEHLD MAINTENANCE NEC",
"E0141","E0141 - CAREGIVING-LIFTING",
"E0150","E0150 - FOOD PREP & CLEANUP",
"E0152","E0152 - COOKING & BAKING",
"E0160","E0160 - DIGGING SHOVEL RAKE",
"E0161","E0161 - GARDENING/LANDSCAPING",
"E0190","E0190 - WALKING AN ANIMAL",
"E0299","E0299 - ACTIVITY NEC",
"E030","E030 - ACTIVITY NOS",
"E8120","E8120 - MV/VEHICLE COLLISION AUTO DRIVER",
"E8121","E8121 - MV/VEHICLE COLLISION AUTO PASSENG",
"E8122","E8122 - MV/VEHICLE COLLISION MC DRIVER",
"E8129","E8129 - MV/VEHICLE COLLISION PERSON NOS",
"E8130","E8130 - MV/MV COLLISION AUTO DRIVER",
"E8132","E8132 - MV/MV COLLISION MC DRIVER",
"E8147","E8147 - MV/PEDEST COLLISION PEDESTRIAN",
"E8150","E8150 - MV COLLISION NEC AUTO DRIVER",
"E8189","E8189 - MV TRAF ACCIDENT NEC PERSON NOS",
"E8190","E8190 - MV TRAF ACCIDENT NOS CAR DRIVER",
"E8192","E8192 - MV TRAF ACCIDENT NOS MC DRIVER",
"E8199","E8199 - MV TRAF ACCIDENT NOS PERSON NOS",
"E8210","E8210 - OFF-ROAD MV ACCIDENT DRIVER",
"E8221","E8221 - MV/MOVING OBJECT ACCD PASSENGER",
"E8252","E8252 - MV ACCIDENT NOS MC DRIVER",
"E8261","E8261 - PEDAL CYCLE ACCIDENT BICYCLIST",
"E8282","E8282 - RIDDEN ANIMAL ACCIDENT RIDER",
"E8298","E8298 - ROAD VEHIC ACCIDENT NEC PERSON NEC",
"E8490","E8490 - PLACE OF OCCURRENCE HOME",
"E8493","E8493 - PLACE OF OCCURRENCE INDUSTRIAL",
"E8494","E8494 - PLACE OF OCCURRENCE RECREATIONAL",
"E8495","E8495 - PLACE OF OCCURRENCE STREET/HIGHWAY",
"E8496","E8496 - PLACE OF OCCURRENCE PUBLIC BLDG",
"E8497","E8497 - PLACE OF OCCURRENCE INSTITUTION",
"E8498","E8498 - PLACE OF OCCURRENCE NEC",
"E8499","E8499 - PLACE OF OCCURRENCE NOS",
"E8502","E8502 - ACCIDENTAL POISONING OPIATES",
"E8504","E8504 - ACCIDENTAL POISONING ANALGESICS NEC",
"E8529","E8529 - ACCIDENTAL POISONING SEDATIVE NOS",
"E8550","E8550 - ACCIDENTAL POISON ANTICONVULSANT",
"E8580","E8580 - ACCIDENTAL POISONING HORMONES",
"E8581","E8581 - ACCIDENTAL POISON SYSTEMIC AGENTS",
"E8582","E8582 - ACCIDENTAL POISON OF BLOOD CONSTIT",
"E8694","E8694 - SECOND-HAND TOBACCO SMOKE POISONING",
"E8708","E8708 - MEDICAL CARE ACCIDENT NEC",
"E8744","E8744 - MECHANICAL FAILURE ASPIRATION",
"E8780","E8780 - ORGAN TRANSPLANT CAUSING REACTION",
"E8781","E8781 - ARTIFICIAL IMPLANT CAUSING REACTION",
"E8782","E8782 - ANASTOMOSIS/BYPASS CAUSING REACTION",
"E8785","E8785 - LIMB AMPUTATION CAUSING REACTION",
"E8788","E8788 - SURGICAL OP CAUSING REACTION NEC",
"E8789","E8789 - SURGICAL OP CAUSING REACTION NOS",
"E8790","E8790 - CARDIAC CATHETERIZATION REACTION",
"E8791","E8791 - KIDNEY DIALYSIS REACTION",
"E8798","E8798 - PROCEDURE CAUSING REACTIONS NEC",
"E8799","E8799 - PROCEDURE CAUSING REACTION NOS",
"E8801","E8801 - FALL ON/FROM SIDEWALK CURB",
"E8809","E8809 - FALL ON/FROM STAIRS OR STEPS NEC",
"E8810","E8810 - FALL FROM LADDER",
"E882","E882 - FALL FROM/OUT OF BUILDING/STRUCTURE",
"E8839","E8839 - FALL INTO HOLE/SURFACE OPENING NEC",
"E8842","E8842 - FALL FROM CHAIR",
"E8843","E8843 - FALL FROM WHEELCHAIR",
"E8844","E8844 - FALL FROM BED",
"E8845","E8845 - FALL FROM OTHER FURNITURE",
"E8846","E8846 - FALL FROM COMMODE/TOILET",
"E8849","E8849 - FALL FROM ONE LEVEL TO ANOTHER NEC",
"E8851","E8851 - FALL SAME LEVEL FROM ROLLER SKATES",
"E8859","E8859 - FALL SAME LVL SLIP/TRIP/STMBLE NEC",
"E8869","E8869 - FALL LEVEL COLLISION W/PERSON NEC",
"E887","E887 - FRACTURE NOS",
"E8880","E8880 - FALL ACDNT W/STRIKE SHARP OBJECT",
"E8881","E8881 - FALL ACDNT W/STRIKE AGNST OTH OBJ",
"E8888","E8888 - FALL ACCIDENTAL NEC",
"E8889","E8889 - FALL ACCIDENTAL NOS",
"E8902","E8902 - HOME ACCIDENT BY SMOKE/FUMES NEC",
"E8932","E8932 - ACCIDENT BY CLOTHING FIRE OUTSIDE",
"E897","E897 - ACCIDENT BY CONTROLLED FIRE OUTSIDE",
"E9051","E9051 - ACCIDENT D/T VENOMOUS SPIDER",
"E9053","E9053 - ACCIDENT D/T HORNET/WASP/BEE",
"E9054","E9054 - ACCIDENT D/T VENOMOUS CENT/MILLIPED",
"E9060","E9060 - INJURY D/T DOG BITE",
"E9061","E9061 - INJURY D/T RAT BITE",
"E9063","E9063 - INJURY D/T NON-ARTHROPOD BITE",
"E9064","E9064 - INJURY D/T NONVENOMOUS ARTHROP BITE",
"E9065","E9065 - INJURY D/T ANIMAL BITE NOS",
"E9068","E9068 - INJURY CAUSED BY ANIMAL NEC",
"E912","E912 - ACCIDENT D/T CHOKING ON OBJECT NEC",
"E914","E914 - FB ACCIDENTLY ENTERING EYE/ADNEXA",
"E915","E915 - FB ACCIDENTLY ENTERING ORIFICE NEC",
"E916","E916 - ACCIDENTLY STRUCK BY FALLING OBJECT",
"E9170","E9170 - ACDNT STRIKING IN SPORTS W/O FALL",
"E9173","E9173 - ACDNT STRIKING FURNITURE W/O FALL",
"E9174","E9174 - ACDNT STRIKE STA OBJ NEC W/O FALL",
"E9178","E9178 - ACDNT STRIKE STA OBJ NEC W/FALL",
"E9179","E9179 - ACCIDENT BY STRIKING NEC WW/O FALL",
"E918","E918 - ACCIDENTLY CAUGHT IN/BETWEEN OBJECT",
"E9194","E9194 - ACCIDENT D/T WOODWORKING MACHINE",
"E9198","E9198 - ACCIDENT D/T MACHINERY NEC",
"E9200","E9200 - ACCIDENT D/T POWER LAWN MOWER",
"E9201","E9201 - ACCIDENT D/T POWER HAND TOOLS NEC",
"E9202","E9202 - ACCIDENT D/T POWER HOME APPLIANCE",
"E9203","E9203 - ACCIDENT D/T KNIFE/SWORD/DAGGER",
"E9204","E9204 - ACCIDENT D/T HANDTOOL/IMPLEMENT NEC",
"E9205","E9205 - ACCIDENT D/T HYPODERMIC NEEDLE",
"E9208","E9208 - ACCIDENT D/T SHARP INSTRUMENTS NEC",
"E9209","E9209 - ACCIDENT D/T SHARP INSTRUMENT NOS",
"E9220","E9220 - ACDNT D/T FIREARM & AIR GUN MISSILE",
"E9229","E9229 - ACCIDENT D/T FIREARM MISSILE NOS",
"E9240","E9240 - ACCIDENT D/T HOT LIQUID/STEAM",
"E9248","E9248 - ACCIDENT D/T HOT/CAUSTIC OBJECT NEC",
"E9262","E9262 - ACCIDENT D/T VIS/ULTRAVIOLET LIGHT",
"E9270","E9270 - OVEREXERT SUDDEN STRENUOUS MOVEMEN",
"E9273","E9273 - CUMULATIVE TRAUMA REPETITIVE MOTIO",
"E9278","E9278 - OTH OVEREXERT & STRENUOUS MOVEMENT",
"E9279","E9279 - UNSP OVEREXERT & STRENUOUS MOVEMEN",
"E9280","E9280 - ACCIDENT D/T WEIGHTLESS ENVIRONMENT",
"E9288","E9288 - ACCIDENT NEC",
"E9289","E9289 - ACCIDENT NOS",
"E9290","E9290 - LATE EFFECT MOTOR VEHICLE ACCIDENT",
"E9293","E9293 - LATE EFFECT ACCIDENTAL FALL",
"E9299","E9299 - LATE EFFECT ACCIDENTAL INJURY NOS",
"E9309","E9309 - ADVERSE EFFECT ANTIBIOTICS NOS",
"E9310","E9310 - ADVERSE EFFECT SULFONAMIDES",
"E9314","E9314 - ADVERSE EFFECT ANTIMALARIALS",
"E9320","E9320 - ADVERSE EFFECT CORTICAL STEROIDS",
"E9323","E9323 - ADVERSE EFFECT ANTIDIABETICS",
"E9331","E9331 - ADVERSE EFFECT IMMUNOSUPPRESSIVES",
"E9335","E9335 - ADVERSE EFFECT VITAMINS NEC",
"E9340","E9340 - ADVERSE EFFECT IRONS",
"E9342","E9342 - ADVERSE EFFECT ANTICOAGULANTS",
"E9345","E9345 - ADVERSE EFFECT COAGULANTS NEC",
"E9352","E9352 - ADVERSE EFFECT OPIATES",
"E9354","E9354 - ADVERSE EFFECT ANALGESICS NEC",
"E9356","E9356 - ADVERSE EFFECT ANTIRHEUMATICS",
"E9358","E9358 - ADVERSE EFFECT ANALGESICS NEC",
"E9359","E9359 - ADVRSE EFFECT AROMAT ANALGESIC NOS",
"E9361","E9361 - ADVERSE EFFECT HYDANTOINS",
"E9364","E9364 - ADVERSE EFFECT ANTI-PARKINSONISMS",
"E9379","E9379 - ADVERSE EFFECT SEDATIVE NOS",
"E9396","E9396 - ADVERSE EFFECT PSYCHODYSLEPTICS",
"E9412","E9412 - ADVERSE EFFECT SYMPATHOMIMETICS",
"E9413","E9413 - ADVERSE EFFECT SYMPATHOLYTICS",
"E9420","E9420 - ADVERSE EFFECT CARDIAC RHYTHM REG",
"E9422","E9422 - ADVERSE EFFECT ANTILIPEMICS",
"E9426","E9426 - ADVERSE EFFECT ANTIHYPERTENSIV NEC",
"E9429","E9429 - ADVERSE EFFECT DRUG NOS AFFECT CVS",
"E9439","E9439 - ADVERSE EFFECT DRUG NOS AFFECT GIS",
"E9452","E9452 - ADVERSE EFFECT SKEL MUSC RELAXANTS",
"E9478","E9478 - ADVERSE EFFECT MEDICINALS NEC",
"E9479","E9479 - ADVERSE EFFECT MEDICINALS NOS",
"E9500","E9500 - SUICIDE BY ANALGESICS/ANTIPYRETICS",
"E9502","E9502 - SUICIDE BY SEDATIVE/HYPNOTIC NEC",
"E9503","E9503 - SUICIDE BY TRANQUILIZERS NEC",
"E9504","E9504 - SUICIDE BY MEDICINALS NEC",
"E9505","E9505 - SUICIDE BY MEDICINALS NOS",
"E9589","E9589 - SUICIDE BY MEANS NOS",
"E9600","E9600 - HOMICIDE/INJURY BY UNARMED FIGHT",
"E9601","E9601 - HOMICIDE/INJURY BY RAPE",
"E9673","E9673 - CHILD/ADULT ABUSE SPOUSE/PARTNER",
"E9679","E9679 - CHILD/ADULT ABUSE PERSON NOS",
"E9682","E9682 - STRIKING BY BLUNT OR THROWN OBJECT",
"E9688","E9688 - ASSAULT NEC",
"E9689","E9689 - ASSAULT NOS",
"E9805","E9805 - POISONED BY DRUG/MEDICINAL NOS",
"E9809","E9809 - POISONED BY NON-GAS SUBSTANCE NEC",
"E9821","E9821 - POISONED BY CARBON MONOXIDE NEC",
"E986","E986 - INJURY BY SHARP INSTRUMENT",
"E9885","E9885 - INJURY CRASHING OF MOTOR VEHICLE",
"E9889","E9889 - INJURY MEANS NOS",
"E989","E989 - LATE EFFECTS OF INJURY",
"V011","V011 - EXPOSURE TO TUBERCULOSIS",
"V012","V012 - EXPOSURE TO POLIOMYELITIS",
"V015","V015 - EXPOSURE TO RABIES",
"V016","V016 - EXPOSURE TO VENEREAL DISEASE",
"V0179","V0179 - CONTACT/EXPOSURE OTHER VIRAL DIS",
"V0181","V0181 - EXPOSURE TO ANTHRAX",
"V0184","V0184 - CONTACT/EXPOSURE MENINGOCOCCUS",
"V0189","V0189 - EXPOSURE COMM DIS OTHER",
"V019","V019 - COMMUNICABLE DISEASE EXPOSURE NOS",
"V0251","V0251 - CARRIER GROUP B STREPTOCOCCUS",
"V0253","V0253 - METHICILLIN SUSCEPT STAPH AUREU",
"V0254","V0254 - METHICILLIN RESIST STAPH AUREU",
"V0259","V0259 - CARRIER BACTERIAL DISEASE NEC",
"V0260","V0260 - CARRIER VIRAL HEPATITIS NOS",
"V0261","V0261 - CARRIER VIRAL HEPATITIS B",
"V0262","V0262 - CARRIER VIRAL HEPATITIS C",
"V027","V027 - GONORRHEA CARRIER",
"V029","V029 - CARRIER NEC",
"V031","V031 - VACCINATION FOR TYPHOID/PARATYPHOID",
"V032","V032 - VACCINATION FOR TUBERCULOSIS",
"V035","V035 - VACCINATION FOR DIPHTHERIA",
"V037","V037 - TETANUS TOXOID INOCULATION",
"V0381","V0381 - VACCINE FOR HEMOPHILUS INFLUENZA B",
"V0382","V0382 - VACCINE FOR STREPTOCOCCUS PNEUMONIA",
"V0389","V0389 - VACCINE FOR BACTERIAL DISEASE NEC",
"V040","V040 - VACCINE FOR POLIOMYELITIS",
"V042","V042 - VACCINE FOR MEASLES",
"V043","V043 - VACCINE FOR RUBELLA",
"V044","V044 - VACCINE FOR YELLOW FEVER",
"V045","V045 - VACCINE FOR RABIES",
"V0481","V0481 - VACCINE FOR INFLUENZA",
"V0482","V0482 - VACCINE FOR RSV",
"V0489","V0489 - VACCINE FOR OTH VIRAL DISEASE",
"V050","V050 - VIRAL ENCEPHALITIS VACCINATION",
"V051","V051 - VACCINE FOR ARBOVIRAL DISEASE NEC",
"V053","V053 - VACCINE FOR VIRAL HEPATITIS",
"V054","V054 - VACCINE FOR VARICELLA",
"V058","V058 - VACCINE FOR DISEASES NEC",
"V059","V059 - VACCINE FOR DISEASE NOS",
"V061","V061 - VACCINE FOR DTP",
"V062","V062 - VACCINE FOR CTP + TAB",
"V063","V063 - VACCINE FOR DTP + POLIO",
